Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022,Metadata_PlateType,Metadata_MoA
source_3,BR5876c3,N23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876c3,O02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876c3,O23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876c3,P02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876c3,P23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,A02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,A23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,B02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,B23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,C02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,C23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,D02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,D23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,E02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,E23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,F02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,F23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,G02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,G23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,H02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,H23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,I02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,I23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,J02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,J23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,K02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,K23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,L02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,L23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,M02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,M23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,N02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,N23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,O02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,O23,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,P02,JCP2022_033924,COMPOUND,negative_control
source_3,BR5876d3,P23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,A02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,A23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,B02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,B23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,C02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,C23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,D02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,D23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,E02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,E23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,F02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,F23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,G02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,G23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,H02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,H23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,I02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,I23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,J02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,J23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,K02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,K23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,L02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,L23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,M02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,M23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,N02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,N23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,O02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,O23,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,P02,JCP2022_033924,COMPOUND,negative_control
source_3,C13459bW,P23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,A02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,A23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,B02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,B23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,C02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,C23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,D02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,D23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,E02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,E23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,F02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,F23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,G02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,G23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,H02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,H23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,I02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,I23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,J02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,J23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,K02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,K23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,L02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,L23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,M02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,M23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,N02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,N23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,O02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,O23,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,P02,JCP2022_033924,COMPOUND,negative_control
source_3,C13487aW,P23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,A02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,A23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,B02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,B23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,C02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,C23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,D02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,D23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,E02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,E23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,F02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,F23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,G02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,G23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,H02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,H23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,I02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,I23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,J02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,J23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,K02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,K23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,L02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,L23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,M02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,M23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,N02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,N23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,O02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,O23,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,P02,JCP2022_033924,COMPOUND,negative_control
source_3,P16P19cW,P23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,A02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,A23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,B02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,B23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,C02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,C23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,D02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,D23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,E02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,E23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,F02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,F23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,G02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,G23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,H02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,H23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,I02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,I23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,J02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,J23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,K02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,K23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,L02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,L23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,M02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,M23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,N02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,N23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,O02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,O23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,P02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27cW,P23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,A23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,B23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,C23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,D23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,E02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,E23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,F02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,F23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,G23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,H23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,I23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,J23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,K02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,K23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,L23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,M02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,M23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,N02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,N23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,O23,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,P02,JCP2022_033924,COMPOUND,negative_control
source_3,P24P27dW,P23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,A02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,A23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,B02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,B23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,C02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,C23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,D02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,D23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,E02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,E23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,F02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,F23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,G02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,G23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,H02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,H23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,I02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,I23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,J02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,J23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,K02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,K23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,L02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,L23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,M02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,M23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,N02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,N23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,O02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,O23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,P02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04a,P23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,A02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,A23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,B02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,B23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,C02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,C23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,D02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,D23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,E02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,E23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,F02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,F23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,G02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,G23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,H02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,H23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,I02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,I23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,J02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,J23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,K02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,K23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,L02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,L23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,M02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,M23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,N02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,N23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,O02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,O23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,P02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04b,P23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,A02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,A23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,B02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,B23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,C02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,C23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,D02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,D23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,E02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,E23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,F02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,F23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,G02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,G23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,H02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,H23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,I02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,I23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,J02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,J23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,K02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,K23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,L02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,L23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,M02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,M23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,N02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,N23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,O02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,O23,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,P02,JCP2022_033924,COMPOUND,negative_control
source_3,SP01P04c,P23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,A02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,A23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,B02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,B23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,C02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,C23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,D02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,D23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,E02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,E23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,F02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,F23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,G02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,G23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,H02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,H23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,I02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,I23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,J02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,J23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,K02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,K23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,L02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,L23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,M02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,M23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,N02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,N23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,O02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,O23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,P02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08a,P23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,A02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,A23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,B02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,B23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,C02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,C23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,D02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,D23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,E02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,E23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,F02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,F23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,G02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,G23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,H02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,H23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,I02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,I23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,J02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,J23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,K02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,K23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,L02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,L23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,M02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,M23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,N02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,N23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,O02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,O23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,P02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08b,P23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,A02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,A23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,B02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,B23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,C02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,C23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,D02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,D23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,E02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,E23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,F02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,F23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,G02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,G23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,H02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,H23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,I02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,I23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,J02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,J23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,K02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,K23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,L02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,L23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,M02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,M23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,N02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,N23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,O02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,O23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,P02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08c,P23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,A02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,A23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,B02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,B23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,C02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,C23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,D02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,D23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,E02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,E23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,F02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,F23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,G02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,G23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,H02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,H23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,I02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,I23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,J02,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,J23,JCP2022_033924,COMPOUND,negative_control
source_3,SP05P08d,K02,JCP2022_033924,COMPOUND,negative_control
