,Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022,Metadata_PlateType,Metadata_MoA
5655,source_6,110000295603,F20,JCP2022_045161,COMPOUND,immunosuppressant|sphingosine 1-phosphate receptor agonist
5656,source_6,110000295603,G14,JCP2022_025952,COMPOUND,G protein-coupled receptor agonist
5657,source_6,110000295603,G18,JCP2022_082592,COMPOUND,androgen receptor antagonist|anti-inflammatory agent
5658,source_6,110000295603,H04,JCP2022_066701,COMPOUND,histamine receptor antagonist
5659,source_6,110000295603,H12,JCP2022_070180,COMPOUND,serotonin receptor agonist
5660,source_6,110000295603,H16,JCP2022_011335,COMPOUND,DNA intercalating agent
5661,source_6,110000295603,H17,JCP2022_007629,COMPOUND,NAMPT inhibitor
5662,source_6,110000295603,I08,JCP2022_011375,COMPOUND,adenosine receptor agonist
5663,source_6,110000295603,I11,JCP2022_025540,COMPOUND,CFTR channel potentiator
5664,source_6,110000295603,I12,JCP2022_101657,COMPOUND,anxiolytic
5665,source_6,110000295603,J10,JCP2022_014078,COMPOUND,hydantoin antiepileptic
5666,source_6,110000295603,J11,JCP2022_090019,COMPOUND,cell cycle inhibitor
5667,source_6,110000295603,J14,JCP2022_069049,COMPOUND,dihydropteroate synthase inhibitor
5668,source_6,110000295603,J21,JCP2022_016839,COMPOUND,protein arginine N-methyltransferase inhibitor
5669,source_6,110000295603,K07,JCP2022_094286,COMPOUND,prostaglandin inhibitor
5670,source_6,110000295603,K19,JCP2022_053380,COMPOUND,G protein-coupled receptor modulator
5671,source_6,110000295603,K20,JCP2022_054369,COMPOUND,phosphodiesterase inhibitor
5672,source_6,110000295603,L03,JCP2022_085938,COMPOUND,Pim kinase inhibitor
5673,source_6,110000295603,L06,JCP2022_003677,COMPOUND,phosphodiesterase inhibitor
5674,source_6,110000295603,L10,JCP2022_040064,COMPOUND,adrenergic receptor antagonist
5675,source_6,110000295603,L16,JCP2022_095731,COMPOUND,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor
5676,source_6,110000295603,L19,JCP2022_067886,COMPOUND,c-Met inhibitor
5677,source_6,110000295603,L21,JCP2022_044013,COMPOUND,polarization inhibitor
5678,source_6,110000295603,N03,JCP2022_086353,COMPOUND,neural stem cell inducer
5679,source_6,110000295603,N08,JCP2022_038163,COMPOUND,CDK inhibitor
5680,source_6,110000295603,N09,JCP2022_012638,COMPOUND,cyclooxygenase inhibitor
5681,source_6,110000295603,N13,JCP2022_071848,COMPOUND,tankyrase inhibitor
5682,source_6,110000295603,N15,JCP2022_060311,COMPOUND,monoamine oxidase inhibitor
5683,source_6,110000295603,O13,JCP2022_054848,COMPOUND,sphingosine kinase inhibitor
5684,source_6,110000295603,P10,JCP2022_105686,COMPOUND,dopamine receptor antagonist
5685,source_6,110000295603,P17,JCP2022_093901,COMPOUND,ATP channel blocker
5686,source_6,110000295603,P19,JCP2022_046533,COMPOUND,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI)
5687,source_6,110000295604,A07,JCP2022_021425,COMPOUND,carbonic anhydrase inhibitor
5688,source_6,110000295604,A14,JCP2022_098384,COMPOUND,local anesthetic
5689,source_6,110000295604,A15,JCP2022_044671,COMPOUND,laxative
5690,source_6,110000295604,A17,JCP2022_054542,COMPOUND,histamine receptor antagonist
5691,source_6,110000295604,B09,JCP2022_102742,COMPOUND,leucine rich repeat kinase inhibitor
5692,source_6,110000295604,B16,JCP2022_042261,COMPOUND,glutamate receptor antagonist
5693,source_6,110000295604,B17,JCP2022_030149,COMPOUND,RAF inhibitor
5694,source_6,110000295604,C16,JCP2022_049675,COMPOUND,c-Met inhibitor
5695,source_6,110000295604,C19,JCP2022_002372,COMPOUND,serotonin receptor agonist
5696,source_6,110000295604,D03,JCP2022_020544,COMPOUND,KIT inhibitor|VEGFR inhibitor
5697,source_6,110000295604,D19,JCP2022_081455,COMPOUND,CDK inhibitor|growth factor receptor inhibitor
5698,source_6,110000295604,E07,JCP2022_103094,COMPOUND,antibacterial agent
5699,source_6,110000295604,E08,JCP2022_011862,COMPOUND,leucine rich repeat kinase inhibitor
5700,source_6,110000295604,E09,JCP2022_020285,COMPOUND,radiopaque medium
5701,source_6,110000295604,E16,JCP2022_001400,COMPOUND,cannabinoid receptor modulator
5702,source_6,110000295604,E21,JCP2022_111655,COMPOUND,monoamine oxidase inhibitor
5703,source_6,110000295604,E22,JCP2022_003104,COMPOUND,glycogen synthase kinase inhibitor
5704,source_6,110000295604,F04,JCP2022_105904,COMPOUND,dopamine receptor antagonist
5705,source_6,110000295604,F05,JCP2022_006690,COMPOUND,Bcr-Abl kinase inhibitor
5706,source_6,110000295604,F07,JCP2022_049365,COMPOUND,phospholipase inhibitor
5707,source_6,110000295604,F09,JCP2022_106228,COMPOUND,MAP kinase inhibitor
5708,source_6,110000295604,G09,JCP2022_101199,COMPOUND,cyclooxygenase inhibitor
5709,source_6,110000295604,G17,JCP2022_029407,COMPOUND,tricyclic antidepressant
5710,source_6,110000295604,G18,JCP2022_004643,COMPOUND,glucose dependent insulinotropic receptor agonist
5711,source_6,110000295604,I09,JCP2022_101199,COMPOUND,cyclooxygenase inhibitor
5712,source_6,110000295604,I10,JCP2022_013856,COMPOUND,PI3K inhibitor
5713,source_6,110000295604,I11,JCP2022_090587,COMPOUND,thyroid hormone stimulant
5714,source_6,110000295604,I14,JCP2022_095081,COMPOUND,HIV integrase inhibitor
5715,source_6,110000295604,I19,JCP2022_055904,COMPOUND,serine protease inhibitor
5716,source_6,110000295604,I20,JCP2022_009566,COMPOUND,AKT inhibitor|pyruvate dehydrogenase inhibitor
5717,source_6,110000295604,J14,JCP2022_105773,COMPOUND,hydroxy radical formation stimulant
5718,source_6,110000295604,J19,JCP2022_063370,COMPOUND,acetylcholine precursor
5719,source_6,110000295604,K10,JCP2022_077046,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
5720,source_6,110000295604,K16,JCP2022_010900,COMPOUND,mTOR inhibitor|PI3K inhibitor
5721,source_6,110000295604,L06,JCP2022_078581,COMPOUND,JAK inhibitor
5722,source_6,110000295604,L07,JCP2022_027006,COMPOUND,other antibiotic
5723,source_6,110000295604,L10,JCP2022_099531,COMPOUND,acetylcholine receptor agonist|nicotinic receptor agonist
5724,source_6,110000295604,L12,JCP2022_001420,COMPOUND,P glycoprotein inhibitor
5725,source_6,110000295604,L16,JCP2022_002910,COMPOUND,EGFR inhibitor
5726,source_6,110000295604,L18,JCP2022_082732,COMPOUND,lipase inhibitor
5727,source_6,110000295604,M03,JCP2022_055885,COMPOUND,cytochrome P450 inhibitor
5728,source_6,110000295604,M04,JCP2022_113064,COMPOUND,RAF inhibitor
5729,source_6,110000295604,M12,JCP2022_078102,COMPOUND,MEK inhibitor
5730,source_6,110000295604,M13,JCP2022_057163,COMPOUND,cyclooxygenase inhibitor
5731,source_6,110000295604,M18,JCP2022_096564,COMPOUND,Bruton's tyrosine kinase (BTK) inhibitor
5732,source_6,110000295604,M21,JCP2022_095903,COMPOUND,adrenergic receptor antagonist
5733,source_6,110000295604,M22,JCP2022_066319,COMPOUND,ALK tyrosine kinase receptor inhibitor
5734,source_6,110000295604,N04,JCP2022_010782,COMPOUND,ryanodine receptor activator
5735,source_6,110000295604,N11,JCP2022_082117,COMPOUND,analgesic agent
5736,source_6,110000295604,N21,JCP2022_066287,COMPOUND,carbonic anhydrase inhibitor
5737,source_6,110000295604,O17,JCP2022_060079,COMPOUND,histamine receptor antagonist
5738,source_6,110000295604,O22,JCP2022_011857,COMPOUND,phosphodiesterase inhibitor
5739,source_6,110000295604,P06,JCP2022_026152,COMPOUND,immunosuppressant
5740,source_6,110000295604,P14,JCP2022_043099,COMPOUND,cyclooxygenase inhibitor
5741,source_6,110000295604,P20,JCP2022_041107,COMPOUND,acetylcholine receptor agonist
5742,source_6,110000295605,A08,JCP2022_112149,COMPOUND,rho associated kinase inhibitor
5743,source_6,110000295605,A16,JCP2022_049577,COMPOUND,histone lysine methyltransferase inhibitor
5744,source_6,110000295605,A18,JCP2022_025748,COMPOUND,HDAC inhibitor
5745,source_6,110000295605,B06,JCP2022_028645,COMPOUND,prostanoid receptor antagonist
5746,source_6,110000295605,B12,JCP2022_028551,COMPOUND,mTOR inhibitor
5747,source_6,110000295605,C08,JCP2022_072717,COMPOUND,JNK inhibitor
5748,source_6,110000295605,C19,JCP2022_034184,COMPOUND,histamine receptor antagonist
5749,source_6,110000295605,C22,JCP2022_059126,COMPOUND,AGE inhibitor
5750,source_6,110000295605,D03,JCP2022_068219,COMPOUND,anti-inflammatory agent
5751,source_6,110000295605,D06,JCP2022_116680,COMPOUND,dihydropteroate synthetase inhibitor
5752,source_6,110000295605,D09,JCP2022_050861,COMPOUND,chloride channel blocker
5753,source_6,110000295605,D10,JCP2022_053444,COMPOUND,anticestodal agent
5754,source_6,110000295605,D15,JCP2022_008065,COMPOUND,xanthine oxidase inhibitor
5755,source_6,110000295605,D20,JCP2022_041045,COMPOUND,glucose 6-phosphate dehydrogenase inhibitor
5756,source_6,110000295605,F05,JCP2022_099926,COMPOUND,solute carrier family member inhibitor
5757,source_6,110000295605,F07,JCP2022_035200,COMPOUND,PPAR receptor agonist
5758,source_6,110000295605,F11,JCP2022_028794,COMPOUND,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
5759,source_6,110000295605,F13,JCP2022_044900,COMPOUND,transferase inhibitor
5760,source_6,110000295605,F17,JCP2022_084264,COMPOUND,histamine receptor antagonist
5761,source_6,110000295605,F18,JCP2022_105406,COMPOUND,MEK inhibitor
5762,source_6,110000295605,F20,JCP2022_106246,COMPOUND,MAP kinase inhibitor
5763,source_6,110000295605,G07,JCP2022_062356,COMPOUND,antihistamine
5764,source_6,110000295605,G13,JCP2022_046524,COMPOUND,coagulation factor inhibitor
5765,source_6,110000295605,H03,JCP2022_037734,COMPOUND,"aryl hydrocarbon receptor agonist|indoleamine 2,3-dioxygenase inhibitor"
5766,source_6,110000295605,H08,JCP2022_066817,COMPOUND,aldo-keto reductase inhibitor
5767,source_6,110000295605,H16,JCP2022_098688,COMPOUND,ALK tyrosine kinase receptor inhibitor
5768,source_6,110000295605,H19,JCP2022_034098,COMPOUND,bacterial DNA inhibitor
5769,source_6,110000295605,H20,JCP2022_108530,COMPOUND,Abl kinase inhibitor|SRC inhibitor|VEGFR inhibitor
5770,source_6,110000295605,K07,JCP2022_003720,COMPOUND,glutamate receptor modulator
5771,source_6,110000295605,K14,JCP2022_017478,COMPOUND,monoamine oxidase inhibitor
5772,source_6,110000295605,L03,JCP2022_114396,COMPOUND,antioxidant
5773,source_6,110000295605,L07,JCP2022_026330,COMPOUND,immunosuppressant|protein synthesis inhibitor|purine antagonist
5774,source_6,110000295605,L08,JCP2022_013259,COMPOUND,AMPK activator
5775,source_6,110000295605,L20,JCP2022_037903,COMPOUND,sodium/hydrogen exchanger inhibitor
5776,source_6,110000295605,L21,JCP2022_099111,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor
5777,source_6,110000295605,L22,JCP2022_108218,COMPOUND,myorelaxant
5778,source_6,110000295605,M19,JCP2022_015608,COMPOUND,protein synthesis stimulant
5779,source_6,110000295605,M21,JCP2022_071220,COMPOUND,NAD precursor|vitamin B
5780,source_6,110000295605,N03,JCP2022_043224,COMPOUND,monoamine oxidase inhibitor
5781,source_6,110000295605,N05,JCP2022_050988,COMPOUND,purine antagonist
5782,source_6,110000295605,N06,JCP2022_077940,COMPOUND,p21 activated kinase inhibitor
5783,source_6,110000295605,N07,JCP2022_061654,COMPOUND,protein tyrosine kinase inhibitor
5784,source_6,110000295605,N10,JCP2022_036082,COMPOUND,mTOR inhibitor
5785,source_6,110000295605,N13,JCP2022_012783,COMPOUND,L3MBTL antagonist
5786,source_6,110000295605,N14,JCP2022_013133,COMPOUND,tyrosinase inhibitor
5787,source_6,110000295605,N21,JCP2022_043467,COMPOUND,potassium channel antagonist
5788,source_6,110000295605,O12,JCP2022_042330,COMPOUND,sphingosine 1-phosphate receptor modulator
5789,source_6,110000295605,O20,JCP2022_086858,COMPOUND,mTOR inhibitor|PI3K inhibitor
5790,source_6,110000295605,P03,JCP2022_032376,COMPOUND,adrenergic receptor antagonist
5791,source_6,110000295605,P05,JCP2022_085797,COMPOUND,glutamate receptor positive allosteric modulator
5792,source_6,110000295605,P10,JCP2022_026859,COMPOUND,HDAC inhibitor
5793,source_6,110000295605,P13,JCP2022_107679,COMPOUND,PPAR receptor agonist
5794,source_6,110000295605,P20,JCP2022_039673,COMPOUND,hypoxia inducible factor prolyl hydroxylase inhibitor
5795,source_6,110000295606,A08,JCP2022_074702,COMPOUND,hypoxia inducible factor activator
5796,source_6,110000295606,A10,JCP2022_067652,COMPOUND,protein arginine N-methyltransferase inhibitor
5797,source_6,110000295606,A11,JCP2022_092627,COMPOUND,bacterial antifolate
5798,source_6,110000295606,A14,JCP2022_012195,COMPOUND,oxidosqualene cyclase inhibitor
5799,source_6,110000295606,A17,JCP2022_088927,COMPOUND,tissue transglutaminase inhibitor
5800,source_6,110000295606,A18,JCP2022_116301,COMPOUND,DUB inhibitor
5801,source_6,110000295606,B03,JCP2022_099092,COMPOUND,core binding factor inhibitor
5802,source_6,110000295606,B13,JCP2022_115345,COMPOUND,sigma receptor ligand
5803,source_6,110000295606,B19,JCP2022_038697,COMPOUND,acetylcholinesterase inhibitor
5804,source_6,110000295606,B21,JCP2022_116010,COMPOUND,membrane integrity inhibitor
5805,source_6,110000295606,C10,JCP2022_106324,COMPOUND,BMI-1 inhibitor
5806,source_6,110000295606,C18,JCP2022_032376,COMPOUND,adrenergic receptor antagonist
5807,source_6,110000295606,D05,JCP2022_020163,COMPOUND,HDAC inhibitor
5808,source_6,110000295606,E15,JCP2022_017067,COMPOUND,PPAR receptor antagonist
5809,source_6,110000295606,F03,JCP2022_054283,COMPOUND,Pim kinase inhibitor
5810,source_6,110000295606,F05,JCP2022_080325,COMPOUND,urease inhibitor
5811,source_6,110000295606,F07,JCP2022_005305,COMPOUND,smoothened receptor antagonist
5812,source_6,110000295606,F09,JCP2022_080956,COMPOUND,histamine receptor antagonist
5813,source_6,110000295606,F16,JCP2022_078344,COMPOUND,adrenergic receptor agonist
5814,source_6,110000295606,F19,JCP2022_098084,COMPOUND,5 alpha reductase inhibitor
5815,source_6,110000295606,G05,JCP2022_040796,COMPOUND,autotaxin inhibitor
5816,source_6,110000295606,G07,JCP2022_000391,COMPOUND,actin related protein inhibitor
5817,source_6,110000295606,G09,JCP2022_004483,COMPOUND,PPAR receptor antagonist|WNT signaling inhibitor
5818,source_6,110000295606,G11,JCP2022_047301,COMPOUND,GLI antagonist
5819,source_6,110000295606,G12,JCP2022_096342,COMPOUND,ubiquitin specific protease inhibitor
5820,source_6,110000295606,G15,JCP2022_073859,COMPOUND,ribonucleotide reductase inhibitor
5821,source_6,110000295606,G18,JCP2022_022505,COMPOUND,PPAR receptor antagonist
5822,source_6,110000295606,H03,JCP2022_113210,COMPOUND,dopamine receptor antagonist
5823,source_6,110000295606,H09,JCP2022_101556,COMPOUND,NFkB pathway inhibitor
5824,source_6,110000295606,H13,JCP2022_063565,COMPOUND,acetylcholine receptor agonist
5825,source_6,110000295606,I03,JCP2022_058185,COMPOUND,transient receptor potential channel antagonist
5826,source_6,110000295606,I12,JCP2022_054422,COMPOUND,catechol O methyltransferase inhibitor
5827,source_6,110000295606,I13,JCP2022_051688,COMPOUND,BCRP inhibitor
5828,source_6,110000295606,I14,JCP2022_007866,COMPOUND,hedgehog pathway inhibitor|smoothened receptor antagonist
5829,source_6,110000295606,I15,JCP2022_066551,COMPOUND,MBT inhibitor
5830,source_6,110000295606,J08,JCP2022_103236,COMPOUND,histone lysine methyltransferase inhibitor
5831,source_6,110000295606,J11,JCP2022_079413,COMPOUND,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor
5832,source_6,110000295606,J16,JCP2022_106400,COMPOUND,sigma receptor antagonist
5833,source_6,110000295606,J21,JCP2022_045161,COMPOUND,immunosuppressant|sphingosine 1-phosphate receptor agonist
5834,source_6,110000295606,K03,JCP2022_079786,COMPOUND,hedgehog pathway inhibitor
5835,source_6,110000295606,K05,JCP2022_043348,COMPOUND,autophagy inducer
5836,source_6,110000295606,K10,JCP2022_085009,COMPOUND,JAK inhibitor
5837,source_6,110000295606,K15,JCP2022_091317,COMPOUND,GLI antagonist
5838,source_6,110000295606,K16,JCP2022_070116,COMPOUND,vasopressin receptor antagonist
5839,source_6,110000295606,K17,JCP2022_072146,COMPOUND,ATPase inhibitor
5840,source_6,110000295606,K19,JCP2022_041289,COMPOUND,Hec1 inhibitor
5841,source_6,110000295606,K22,JCP2022_047559,COMPOUND,sodium channel blocker
5842,source_6,110000295606,L10,JCP2022_031858,COMPOUND,local anesthetic
5843,source_6,110000295606,L14,JCP2022_027497,COMPOUND,PDGFR tyrosine kinase receptor inhibitor
5844,source_6,110000295606,L19,JCP2022_038869,COMPOUND,DNA inhibitor
5845,source_6,110000295606,L22,JCP2022_049332,COMPOUND,mTOR inhibitor|PI3K inhibitor
5846,source_6,110000295606,M07,JCP2022_062339,COMPOUND,dynamin inhibitor
5847,source_6,110000295606,M09,JCP2022_016664,COMPOUND,NAMPT inhibitor
5848,source_6,110000295606,M20,JCP2022_012711,COMPOUND,monoamine oxidase inhibitor
5849,source_6,110000295606,N03,JCP2022_082997,COMPOUND,serotonin reuptake inhibitor
5850,source_6,110000295606,N08,JCP2022_030845,COMPOUND,MAPK-interacting kinase inhibitor
5851,source_6,110000295606,O04,JCP2022_072482,COMPOUND,chelating agent
5852,source_6,110000295606,O07,JCP2022_033061,COMPOUND,serine/threonine kinase inhibitor
5853,source_6,110000295606,O14,JCP2022_048612,COMPOUND,acetylcholine receptor antagonist
5854,source_6,110000295606,O15,JCP2022_056844,COMPOUND,ceramidase inhibitor
5855,source_6,110000295606,O17,JCP2022_006868,COMPOUND,histone lysine methyltransferase inhibitor
5856,source_6,110000295606,O22,JCP2022_041139,COMPOUND,FLT3 inhibitor|JAK inhibitor
5857,source_6,110000295606,P06,JCP2022_079945,COMPOUND,vasodilator
5858,source_6,110000295606,P08,JCP2022_078174,COMPOUND,mTOR inhibitor|PI3K inhibitor
5859,source_6,110000295606,P14,JCP2022_115953,COMPOUND,phosphodiesterase inhibitor
5860,source_6,110000295606,P15,JCP2022_033540,COMPOUND,cyclooxygenase inhibitor
5861,source_6,110000295606,P16,JCP2022_030504,COMPOUND,IL5 inhibitor
5862,source_6,110000295606,P17,JCP2022_078761,COMPOUND,DNA replication inhibitor|STAT inhibitor
5863,source_6,110000295607,A18,JCP2022_081279,COMPOUND,acetylcholinesterase inhibitor
5864,source_6,110000295607,B03,JCP2022_023039,COMPOUND,cyclooxygenase inhibitor
5865,source_6,110000295607,B04,JCP2022_105481,COMPOUND,vitamin K antagonist
5866,source_6,110000295607,B10,JCP2022_029428,COMPOUND,cholinergic receptor antagonist
5867,source_6,110000295607,B16,JCP2022_010814,COMPOUND,antithyroid agent
5868,source_6,110000295607,B18,JCP2022_007196,COMPOUND,cyclooxygenase inhibitor
5869,source_6,110000295607,C07,JCP2022_074400,COMPOUND,PKC inhibitor
5870,source_6,110000295607,C09,JCP2022_062174,COMPOUND,monoamine oxidase inhibitor
5871,source_6,110000295607,C16,JCP2022_100364,COMPOUND,potassium channel blocker
5872,source_6,110000295607,D04,JCP2022_016538,COMPOUND,glutamate receptor antagonist
5873,source_6,110000295607,D05,JCP2022_073156,COMPOUND,MEK inhibitor
5874,source_6,110000295607,D18,JCP2022_047663,COMPOUND,PABA antagonist
5875,source_6,110000295607,D20,JCP2022_078103,COMPOUND,adrenergic receptor antagonist
5876,source_6,110000295607,E11,JCP2022_049687,COMPOUND,MAP kinase inhibitor
5877,source_6,110000295607,E13,JCP2022_035477,COMPOUND,G protein-coupled receptor antagonist
5878,source_6,110000295607,E22,JCP2022_049335,COMPOUND,pantothenate kinase activator
5879,source_6,110000295607,F03,JCP2022_104992,COMPOUND,sphingosine 1-phosphate receptor antagonist
5880,source_6,110000295607,F09,JCP2022_032548,COMPOUND,EGFR inhibitor
5881,source_6,110000295607,F10,JCP2022_078143,COMPOUND,dopamine receptor antagonist
5882,source_6,110000295607,F18,JCP2022_062725,COMPOUND,HDAC inhibitor
5883,source_6,110000295607,F20,JCP2022_045161,COMPOUND,immunosuppressant|sphingosine 1-phosphate receptor agonist
5884,source_6,110000295607,G14,JCP2022_025952,COMPOUND,G protein-coupled receptor agonist
5885,source_6,110000295607,G18,JCP2022_082592,COMPOUND,androgen receptor antagonist|anti-inflammatory agent
5886,source_6,110000295607,H04,JCP2022_066701,COMPOUND,histamine receptor antagonist
5887,source_6,110000295607,H12,JCP2022_070180,COMPOUND,serotonin receptor agonist
5888,source_6,110000295607,H16,JCP2022_011335,COMPOUND,DNA intercalating agent
5889,source_6,110000295607,H17,JCP2022_007629,COMPOUND,NAMPT inhibitor
5890,source_6,110000295607,I08,JCP2022_011375,COMPOUND,adenosine receptor agonist
5891,source_6,110000295607,I11,JCP2022_025540,COMPOUND,CFTR channel potentiator
5892,source_6,110000295607,I12,JCP2022_101657,COMPOUND,anxiolytic
5893,source_6,110000295607,J10,JCP2022_014078,COMPOUND,hydantoin antiepileptic
5894,source_6,110000295607,J11,JCP2022_090019,COMPOUND,cell cycle inhibitor
5895,source_6,110000295607,J14,JCP2022_069049,COMPOUND,dihydropteroate synthase inhibitor
5896,source_6,110000295607,J21,JCP2022_016839,COMPOUND,protein arginine N-methyltransferase inhibitor
5897,source_6,110000295607,K07,JCP2022_094286,COMPOUND,prostaglandin inhibitor
5898,source_6,110000295607,K19,JCP2022_053380,COMPOUND,G protein-coupled receptor modulator
5899,source_6,110000295607,K20,JCP2022_054369,COMPOUND,phosphodiesterase inhibitor
5900,source_6,110000295607,L03,JCP2022_085938,COMPOUND,Pim kinase inhibitor
5901,source_6,110000295607,L06,JCP2022_003677,COMPOUND,phosphodiesterase inhibitor
5902,source_6,110000295607,L10,JCP2022_040064,COMPOUND,adrenergic receptor antagonist
5903,source_6,110000295607,L16,JCP2022_095731,COMPOUND,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor
5904,source_6,110000295607,L19,JCP2022_067886,COMPOUND,c-Met inhibitor
5905,source_6,110000295607,L21,JCP2022_044013,COMPOUND,polarization inhibitor
5906,source_6,110000295607,N03,JCP2022_086353,COMPOUND,neural stem cell inducer
5907,source_6,110000295607,N08,JCP2022_038163,COMPOUND,CDK inhibitor
5908,source_6,110000295607,N09,JCP2022_012638,COMPOUND,cyclooxygenase inhibitor
5909,source_6,110000295607,N13,JCP2022_071848,COMPOUND,tankyrase inhibitor
5910,source_6,110000295607,N15,JCP2022_060311,COMPOUND,monoamine oxidase inhibitor
5911,source_6,110000295607,O13,JCP2022_054848,COMPOUND,sphingosine kinase inhibitor
5912,source_6,110000295607,P10,JCP2022_105686,COMPOUND,dopamine receptor antagonist
5913,source_6,110000295607,P17,JCP2022_093901,COMPOUND,ATP channel blocker
5914,source_6,110000295607,P19,JCP2022_046533,COMPOUND,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI)
5915,source_6,110000295608,A07,JCP2022_021425,COMPOUND,carbonic anhydrase inhibitor
5916,source_6,110000295608,A14,JCP2022_098384,COMPOUND,local anesthetic
5917,source_6,110000295608,A15,JCP2022_044671,COMPOUND,laxative
5918,source_6,110000295608,A17,JCP2022_054542,COMPOUND,histamine receptor antagonist
5919,source_6,110000295608,B09,JCP2022_102742,COMPOUND,leucine rich repeat kinase inhibitor
5920,source_6,110000295608,B16,JCP2022_042261,COMPOUND,glutamate receptor antagonist
5921,source_6,110000295608,B17,JCP2022_030149,COMPOUND,RAF inhibitor
5922,source_6,110000295608,C16,JCP2022_049675,COMPOUND,c-Met inhibitor
5923,source_6,110000295608,C19,JCP2022_002372,COMPOUND,serotonin receptor agonist
5924,source_6,110000295608,D03,JCP2022_020544,COMPOUND,KIT inhibitor|VEGFR inhibitor
5925,source_6,110000295608,D19,JCP2022_081455,COMPOUND,CDK inhibitor|growth factor receptor inhibitor
5926,source_6,110000295608,E07,JCP2022_103094,COMPOUND,antibacterial agent
5927,source_6,110000295608,E08,JCP2022_011862,COMPOUND,leucine rich repeat kinase inhibitor
5928,source_6,110000295608,E09,JCP2022_020285,COMPOUND,radiopaque medium
5929,source_6,110000295608,E16,JCP2022_001400,COMPOUND,cannabinoid receptor modulator
5930,source_6,110000295608,E21,JCP2022_111655,COMPOUND,monoamine oxidase inhibitor
5931,source_6,110000295608,E22,JCP2022_003104,COMPOUND,glycogen synthase kinase inhibitor
5932,source_6,110000295608,F04,JCP2022_105904,COMPOUND,dopamine receptor antagonist
5933,source_6,110000295608,F05,JCP2022_006690,COMPOUND,Bcr-Abl kinase inhibitor
5934,source_6,110000295608,F07,JCP2022_049365,COMPOUND,phospholipase inhibitor
5935,source_6,110000295608,F09,JCP2022_106228,COMPOUND,MAP kinase inhibitor
5936,source_6,110000295608,G09,JCP2022_101199,COMPOUND,cyclooxygenase inhibitor
5937,source_6,110000295608,G17,JCP2022_029407,COMPOUND,tricyclic antidepressant
5938,source_6,110000295608,G18,JCP2022_004643,COMPOUND,glucose dependent insulinotropic receptor agonist
5939,source_6,110000295608,I09,JCP2022_101199,COMPOUND,cyclooxygenase inhibitor
5940,source_6,110000295608,I10,JCP2022_013856,COMPOUND,PI3K inhibitor
5941,source_6,110000295608,I11,JCP2022_090587,COMPOUND,thyroid hormone stimulant
5942,source_6,110000295608,I14,JCP2022_095081,COMPOUND,HIV integrase inhibitor
5943,source_6,110000295608,I19,JCP2022_055904,COMPOUND,serine protease inhibitor
5944,source_6,110000295608,I20,JCP2022_009566,COMPOUND,AKT inhibitor|pyruvate dehydrogenase inhibitor
5945,source_6,110000295608,I22,JCP2022_008514,COMPOUND,dopamine receptor antagonist
5946,source_6,110000295608,J14,JCP2022_105773,COMPOUND,hydroxy radical formation stimulant
5947,source_6,110000295608,J19,JCP2022_063370,COMPOUND,acetylcholine precursor
5948,source_6,110000295608,K10,JCP2022_077046,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
5949,source_6,110000295608,K16,JCP2022_010900,COMPOUND,mTOR inhibitor|PI3K inhibitor
5950,source_6,110000295608,L06,JCP2022_078581,COMPOUND,JAK inhibitor
5951,source_6,110000295608,L07,JCP2022_027006,COMPOUND,other antibiotic
5952,source_6,110000295608,L10,JCP2022_099531,COMPOUND,acetylcholine receptor agonist|nicotinic receptor agonist
5953,source_6,110000295608,L12,JCP2022_001420,COMPOUND,P glycoprotein inhibitor
5954,source_6,110000295608,L16,JCP2022_002910,COMPOUND,EGFR inhibitor
5955,source_6,110000295608,L18,JCP2022_082732,COMPOUND,lipase inhibitor
5956,source_6,110000295608,M03,JCP2022_055885,COMPOUND,cytochrome P450 inhibitor
5957,source_6,110000295608,M04,JCP2022_113064,COMPOUND,RAF inhibitor
5958,source_6,110000295608,M12,JCP2022_078102,COMPOUND,MEK inhibitor
5959,source_6,110000295608,M13,JCP2022_057163,COMPOUND,cyclooxygenase inhibitor
5960,source_6,110000295608,M18,JCP2022_096564,COMPOUND,Bruton's tyrosine kinase (BTK) inhibitor
5961,source_6,110000295608,M21,JCP2022_095903,COMPOUND,adrenergic receptor antagonist
5962,source_6,110000295608,M22,JCP2022_066319,COMPOUND,ALK tyrosine kinase receptor inhibitor
